ClientID,ClientName,TransactionDate,Product,Amount,PaymentMethod
1f1519d8-a4d1-4886-abec-02b035f1cd68,Bradley Richards,2024-07-13,require,222.46,PayPal
c4b165f0-59fa-4993-b320-cea30f020834,Frank Martin,2024-10-08,write,173.52,Credit Card
77df2ebe-2171-4f4c-b809-b60f7ee3f59e,Jared Jones,2024-03-28,over,380.23,Bank Transfer
aa8afd8c-da49-4ba4-be0b-8c68a3b22794,Kenneth Sloan,2024-04-06,difference,405.15,Credit Card
dfc13c3e-4d66-41fd-9651-1bce424fd7b5,Tara Barr,2024-02-26,evidence,443.79,Credit Card
bb1ec3ea-357c-49c7-ac5e-549faa3684fb,Jeffery Atkins,2024-06-14,actually,146.16,PayPal
950b2c7b-16d8-4e30-87b3-77c0022b931a,Kathleen Munoz,2024-07-05,memory,94.31,Bank Transfer
6a5b5042-5455-441e-bfb8-2449fae6de64,Michelle Garcia MD,2024-10-20,chance,272.13,Bank Transfer
1dfe8207-32a9-4212-8e06-80a961c8e834,William Lucas,2024-05-06,them,232.23,PayPal
51cd3b3e-3bf8-4fb2-b093-b755606b7017,Valerie Whitaker,2024-09-10,wear,348.12,PayPal
aeb6dd4f-ecec-4c4a-bf09-1e7409b139fe,Michael Duffy,2024-04-21,very,473.47,Credit Card
af3b6f2e-bed0-4b08-b668-2951552bacdb,Michael Petersen,2024-07-29,girl,14.17,Bank Transfer
8a7a8292-bcf2-4e46-93b1-2cb5d451cb24,Miss Sharon Johnson MD,2024-11-04,rule,22.31,Credit Card
f892bab0-8235-4479-807c-4a80998d3080,Michael Davis,2024-04-29,edge,329.57,Credit Card
dd096aa0-5c50-451a-a48a-65a03da0fcd8,Zachary Middleton,2024-07-29,source,484.9,Credit Card
cfcdcf2d-379b-47ff-817a-dd3f3a79fca3,Beth Parker,2024-07-22,on,438.58,PayPal
3be57662-ff23-42c7-95c3-e9c65140ef4a,Jonathan Velasquez,2024-03-05,religious,493.97,Bank Transfer
e717ae7b-08c6-4a89-8901-9cee575eb6b2,Angela Mason,2024-07-18,already,40.16,PayPal
152bdfe0-fc71-4b39-b7c8-cbd5e70b71de,Michelle Torres,2024-06-27,unit,120.98,PayPal
398c9399-fa70-418a-9105-e0ceaf99d755,Patricia Moore,2024-06-21,teacher,206.02,PayPal
19eeeef5-5ecb-4ecd-a04e-032134b1e5c6,Kayla Myers MD,2024-07-11,field,106.05,Bank Transfer
bdbc7062-8748-478b-847a-19b1bd1f7912,Christopher Gross,2024-09-24,husband,341.79,PayPal
dccfe2e0-70c4-48af-8793-c82c74aefd42,Megan Travis,2024-04-08,big,445.39,Credit Card
aa6ef81f-a045-4ffb-8e1c-720843a42142,Dawn Ferguson,2024-03-05,include,453.44,Credit Card
a83da2ce-734f-4a3e-a105-82a4e15e7f5e,Darrell Mcmillan,2024-06-19,book,429.09,Bank Transfer
62cba7bf-bde0-4e28-9263-58d5f8c809ad,Randy Lynch,2024-07-12,who,30.77,Bank Transfer
caab536e-d06a-41f0-ad02-fe241364d06f,Bobby Ward,2024-02-07,figure,290.05,PayPal
0ef037f2-0948-4499-83b3-9f9558e6f40d,Diana Herrera,2024-10-04,two,355.11,PayPal
c8a352c8-85c6-4f57-b046-7ed4dc38b112,John Martinez,2024-06-15,political,42.69,Credit Card
f7b541ec-a8a6-4e61-8e93-a5e92299e8ab,Ashley Merritt,2024-05-12,air,92.29,Credit Card
481fac56-97cf-48f5-bd22-05db5f11af45,Alexander Salas PhD,2024-03-20,concern,127.62,Bank Transfer
b4cb8c60-5b57-4c4f-888c-f77425dcb5d2,Jillian Delgado,2024-06-19,old,491.43,Credit Card
196ceddc-f8c1-495c-8d6f-052d792dc269,Laura Macdonald,2024-07-09,anything,90.4,PayPal
37c15888-f8c0-46c0-b958-fce4651a4eca,Catherine Turner,2024-07-01,resource,275.12,Bank Transfer
14dcd4d3-6c92-4688-98fb-74124f178d23,Jonathan Dunn,2024-10-04,Congress,35.12,Credit Card
95985793-344d-4cb9-a1e1-23e4e850bac5,Deborah Cox MD,2024-05-16,fish,239.58,PayPal
a0c7ecc6-e68c-4823-b674-52fb3a7a89e1,Lauren Guzman,2024-09-07,action,160.62,Bank Transfer
dbbe45cb-43be-4a3e-ac3b-b23adf98deb3,Brandon Green,2024-02-23,create,431.35,PayPal
356636c4-a53c-40b2-b32c-5b6adce87da1,Michelle Shaw,2024-06-11,law,414.06,Credit Card
6503f93f-b9dc-4476-bdb1-a384ac812f8a,Lauren Leonard,2024-05-24,government,202.36,PayPal
fa9c2552-5cbb-4a13-ab85-5f6b75cac869,John Wong,2024-04-28,direction,143.53,Bank Transfer
1ac0f2d4-6924-47bd-9aed-b907f71e3151,Kelly Velasquez,2024-02-19,let,157.82,Credit Card
2586131d-4a57-472f-93cb-6aefe437a3f5,Dawn Jackson,2024-06-16,send,32.64,Credit Card
8083fda1-faa9-44cd-b54c-d006f5ae1673,Thomas Holmes,2024-07-16,process,268.69,PayPal
b8b82c7a-ba64-4dfa-b90d-257c47e95916,Eric Figueroa,2024-07-07,finally,46.0,Credit Card
2b633d57-8c73-4464-afe8-764d87376840,Jennifer Cooper,2024-10-15,throw,34.12,PayPal
bedcec0b-946e-4096-b2b8-5bf27ae66302,Jennifer James,2024-02-15,lawyer,249.69,Credit Card
6ff69ce6-26d2-4801-918c-36ac958d6372,Wendy Lynch,2024-03-13,can,88.32,PayPal
8e577dcb-ea4b-4869-a0a3-e2d7d0cc68fa,Craig Mills,2024-09-14,ball,52.23,Credit Card
327f6f12-e7d4-4f05-9613-4be485925a0b,Daniel West,2024-05-14,voice,448.15,Bank Transfer
727efd67-64f6-4d20-9878-af84fd313ed0,Shawn Wagner,2024-11-08,its,162.9,Bank Transfer
f476ce5c-f03c-4d24-bb42-8ab1b62b68e9,David Bell,2024-02-12,eight,134.82,Credit Card
8b5ad204-7589-4b55-a6fa-925576b0721a,Matthew Clark,2024-09-09,know,266.95,Bank Transfer
ffcff977-b1e0-43d1-a139-36eb305f316c,Ellen Khan,2024-11-01,lead,41.56,Bank Transfer
73e220cb-cd66-4e0c-94ac-ab2bc49e78f6,Alexandra Ray,2024-03-05,fall,402.88,PayPal
9b23d871-6eb4-43b6-ac97-eeab844a9db4,Miss Julie Pena,2024-07-25,affect,406.09,Credit Card
2fca714a-11a8-4d04-b726-6b4318243f9c,Brittany Snow,2024-03-12,more,289.55,Bank Transfer
c3170cee-b089-4203-acac-1f99e6a9807b,Theresa Lopez,2024-11-02,respond,436.33,Credit Card
30af9bd3-98b5-41d0-88b7-b906b48059c8,Anne Casey,2024-06-22,owner,53.96,PayPal
b9d80817-214d-40a9-8c61-6c0c3fd0c5cd,Amy Hardin,2024-01-02,management,50.72,PayPal
46e7122e-94fc-48dd-bbf0-bf988b480801,Diana Hartman,2024-01-14,where,387.89,Bank Transfer
744e5b3e-417b-4224-9a5b-d8459812f722,Dr. Melissa Pena,2024-06-24,film,357.6,Credit Card
08734982-864d-484d-a483-a5db12b78e99,Joshua Barajas,2024-01-19,man,247.9,Credit Card
69e778fd-14ea-483a-a3da-f0ed715f677e,Steven Cox,2024-10-21,article,450.78,Bank Transfer
59fbf7fb-d913-44e7-aae6-9563c55e9191,Amber Perkins,2024-08-14,fact,482.21,Bank Transfer
8b4fefda-68fc-4515-b8c5-89aa20e1ef6f,Crystal Aguilar,2024-01-31,important,15.97,Bank Transfer
83f6681f-b783-41fd-83c5-7995ad94a379,Devon Castillo,2024-06-09,ahead,146.71,Credit Card
04d912c6-b1d3-4560-8204-2d2b06c125be,Brian Moore,2024-11-06,explain,49.73,PayPal
babc28e8-739c-4d11-8db6-2d2df6d80d97,Mary Greer,2024-10-14,pass,162.07,Bank Transfer
15a6fc91-efb1-4ce3-a2d0-fa3fbe34e1b6,Zachary Ryan,2024-04-27,occur,158.83,Credit Card
1fa2e334-ec4e-44b1-a9ed-471580da05ca,Edward Allen,2024-10-29,suggest,75.19,PayPal
40df4a1d-64ba-4e55-92b9-2ebba1bad112,Cheryl Mitchell,2024-07-04,reflect,232.69,PayPal
f2df0d4d-d1b2-4bcd-a9dc-2d9794b6b090,Michael Flores,2024-09-08,camera,266.23,Credit Card
4bd93916-55fc-4024-b2db-149e16b849e5,John Rodriguez,2024-04-25,benefit,78.55,PayPal
87ca3ecf-27cc-4d06-a52b-5560b87785bf,Abigail Rodriguez,2024-08-19,young,58.15,PayPal
72900edf-2ca8-4294-9137-6b6a020515e0,Adam Rogers,2024-08-07,establish,149.14,Bank Transfer
3113fc59-e9f4-4d73-bda9-7cc8d8f7050c,Joshua Phillips,2024-10-25,increase,407.68,Bank Transfer
f664d049-9253-45da-8b8b-be087cb0119c,Susan Dean,2024-10-19,hour,108.29,PayPal
84f7a709-6b93-48ad-8fa5-82249bb7bafd,James Montgomery,2024-08-06,rock,330.94,Bank Transfer
5eee3a77-bb12-4300-879d-25b0984923ba,Lori Munoz,2024-08-23,city,302.63,Credit Card
1af60428-9616-48f5-888a-77a779e360a0,Paul Kelly,2024-09-05,prevent,186.0,PayPal
35999d96-801e-4162-92a7-077e691c3214,Jesse Johnson,2024-11-05,partner,376.06,Bank Transfer
c60020f7-01c3-4da0-a6ac-1beba6ae8a5e,Suzanne Schmidt,2024-07-04,himself,64.01,Credit Card
7e280096-080c-4d32-b467-1b43fe955e94,Jessica Goodwin,2024-01-19,group,468.93,Credit Card
ee14e8ee-509d-43ba-94d5-04e41a000b87,Robert Price,2024-01-10,board,39.53,PayPal
505fdb38-839f-4454-a12d-6ec67413b142,Sydney Smith,2024-02-10,effect,210.77,PayPal
e4d1966f-6c25-4a49-9dbf-f7197fd0dadf,Gregory Gonzalez,2024-04-09,board,260.91,PayPal
5633bf87-d152-4296-91e8-cde23e978f44,Christopher Murphy,2024-06-15,process,385.28,Bank Transfer
7fa5e10a-4a9f-4a7b-bb52-ed94a632ba57,Robert Benton,2024-09-11,road,113.48,Bank Transfer
9b1a937e-1ec8-424b-ab03-8deee5450f82,Victoria Jones,2024-01-22,treat,286.85,PayPal
65b98487-516e-4846-9aa1-50d45413b0ca,Melissa Carson,2024-09-06,enough,90.91,PayPal
3c8e3803-5255-410c-8cf9-ba11a4b1d022,Bryan Davis,2024-02-29,end,467.77,Bank Transfer
a5a7be59-5a91-4c55-a8e7-d61d5b9ec06c,Brian Rivers,2024-08-06,through,315.97,PayPal
26d7700e-f76f-4692-87fa-c4a500e83679,Molly Reed,2024-08-07,perform,92.07,Bank Transfer
a90ee013-2539-4129-bfb2-b34d9b464c6e,Lisa Owens,2024-04-02,bit,343.92,Bank Transfer
b01120e3-b7aa-4aa8-ba54-035a618b6a30,Meagan Wright,2024-01-11,least,191.47,Bank Transfer
686923b5-5dde-47ce-a6ef-45bcba244476,Travis Trevino,2024-01-16,trial,467.32,Bank Transfer
4ccb34c1-dd97-4c00-9a9e-5d63e50c0acd,Eric Moore,2024-04-15,teacher,357.87,Bank Transfer
4fed0f14-d0eb-4b25-b9d4-ad316da221e3,Timothy Ellis,2024-01-12,east,139.83,Bank Transfer
b493753f-50a9-4385-ad2d-f168d396255a,Randy Rogers,2024-06-07,method,152.21,Credit Card
270108ae-93ff-44cc-890d-325e8076b502,Mia Chavez,2024-07-26,future,463.33,PayPal
a0bbbc1e-5e32-45fb-bfb1-737e3cfd9ba1,John Hines,2024-01-19,small,314.03,Bank Transfer
d64cd184-b5b3-4144-89a5-983e9b93409d,Shirley Ramos,2024-10-07,news,449.23,Credit Card
9b4c48d5-73be-4c6d-b4d5-f2941de04ce5,Jennifer Guerrero,2024-01-02,shake,362.0,PayPal
6375e7b9-b307-4f46-9fd0-9f6aec1cd34a,Alejandro Robertson,2024-06-06,billion,495.57,PayPal
bea3d8a7-15cb-4015-9d61-a6ff44d61be2,Sara Johnson,2024-06-18,support,219.91,Credit Card
0948092c-a6ca-40be-bdb1-c5bf073c3c33,Benjamin Sandoval,2024-07-24,chair,149.85,Bank Transfer
3f0a5fb0-6b14-4d1a-9ab9-462cb5749b8f,Nicole Buckley,2024-06-01,apply,447.5,Bank Transfer
02d02dbc-a653-4f63-9165-5562c507acb7,James Ramirez,2024-01-01,Democrat,327.84,Credit Card
d1666527-827d-43d0-803e-a9e97c995f3a,Jonathan Holland,2024-04-22,dream,156.14,PayPal
54d1cffc-d8f5-4777-afb6-125d80f44a88,Dr. Heather Ellis,2024-01-29,deep,230.6,Credit Card
2166bff7-2e19-4020-9720-ece880c28265,Traci Franklin,2024-08-06,his,354.68,Bank Transfer
bfbe8460-9bec-46bf-bbfe-d86a46dbbd4f,Mr. Benjamin Tucker,2024-10-02,church,373.79,PayPal
34f7b496-b823-4603-b361-9cbf68c45c2b,Keith Chapman,2024-03-19,at,140.78,Bank Transfer
3c93bd30-3c0e-465f-9f67-32842c879109,Kurt Lewis,2024-05-01,knowledge,294.62,Credit Card
359ff228-7222-42f8-b210-e3542a1c3b0a,Miss Andrea Payne,2024-02-16,nation,439.51,Credit Card
706a43f1-c43c-45d8-9edd-1bc5951a73d1,Monica Mccall,2024-05-12,interesting,450.7,Credit Card
457e172d-12a4-4af0-b42f-e2c618817c33,John Arnold,2024-02-13,here,81.51,PayPal
e148c7b2-e8f0-4e46-84c7-37b15f5c00b8,Kyle Cook,2024-06-30,include,392.54,PayPal
2a4e72f7-0192-4783-896d-39ede93f88b1,Lorraine Gill,2024-08-06,audience,268.45,Bank Transfer
3dd66625-f6a3-4fba-a6a8-8fcdbd6e41a4,Susan Hines,2024-07-06,exist,436.15,PayPal
08e1b14d-d1ad-48d3-bf71-f44394535fed,Elizabeth Ward,2024-04-26,certainly,379.01,PayPal
52b65198-26f3-48e0-874e-b30dae932ee1,Corey Parker,2024-09-16,change,380.31,Bank Transfer
a57c9d6f-0ee9-46ae-aa5e-159cd02c83b0,Lindsey Arellano,2024-03-09,wait,394.74,Bank Transfer
66072394-7d55-4b49-b80b-6f28b1d757af,Charles Whitehead DVM,2024-05-05,across,112.12,PayPal
e7f7ae9e-9a2c-403a-87ec-6e22cc3e2a2a,Emily Paul,2024-02-20,issue,494.39,PayPal
cd2bd75a-9e35-45c4-b51c-fa5aa1442ecd,Kenneth Taylor,2024-05-22,matter,225.57,Bank Transfer
65754182-47fe-4443-8b99-11f18fe6e3fe,Eric Young,2024-01-26,system,49.67,PayPal
eaaa9262-c287-45a1-9ee3-dbced25e1e00,Becky Ruiz,2024-11-03,shoulder,460.98,Credit Card
722629c6-970a-4d06-abe9-02bb2c266b7f,Jonathan Bennett,2024-04-13,book,161.12,PayPal
02e463c5-57c9-4beb-aab1-fa564f48ca0f,Brittany Campbell,2024-09-09,service,31.29,PayPal
b5cb6701-0c4a-4c94-b19f-200d1d725948,Amy Lee,2024-05-19,color,271.35,Credit Card
741683d2-1b74-441f-b1b5-b05119476cc2,Olivia Gregory,2024-08-20,that,217.79,PayPal
dfead326-1f59-473b-91f6-05e25b723dc7,Tyler Nelson,2024-10-04,worry,399.33,PayPal
606c42ae-4d9e-451c-b1d3-c0e90c096925,Kelly Harrison,2024-03-14,difficult,371.16,Credit Card
fcbeaf53-f7f2-4502-a09a-e3bcc3261a15,Sheila Thomas,2024-04-21,which,469.29,Bank Transfer
13448d47-80b2-4571-9982-370b06f49c63,Trevor Skinner,2024-05-18,happy,426.72,Bank Transfer
504b02fb-faa9-4a5b-b82c-affbada9c11f,Sarah Smith,2024-05-17,issue,234.81,PayPal
ed7f544e-628b-49a6-9f65-b40b3b122dd6,Eileen Maldonado,2024-01-11,inside,39.83,Credit Card
6f75371d-7b19-41b0-853e-ed1d5bdcae2c,Kevin Walker,2024-05-26,purpose,349.95,PayPal
7c65bccd-3f72-4431-b8f0-84d26baf8216,Kara Lambert,2024-04-23,where,263.4,Bank Transfer
6b17c307-efec-4c8d-81de-495a3dbd9648,Rhonda Goodwin,2024-11-04,put,190.69,Credit Card
ab2e0a75-bfe1-47ac-abe9-fcbe5874358e,Robin Mendoza,2024-03-30,author,50.65,PayPal
d7dfa933-b2c7-4c6f-8aff-5ddf7f714e75,Joshua Hill,2024-07-18,write,310.35,PayPal
29bf765e-4027-47d2-abf5-f492827ddc14,Tanner Hubbard,2024-03-28,close,498.75,Bank Transfer
fcc581bb-a511-42d3-aa22-f57a02cc0a92,Lori Sosa,2024-10-20,film,474.91,PayPal
b5a1edaa-04eb-4dc7-a353-f2cb609cc641,Jordan Landry,2024-09-18,accept,235.23,PayPal
02f08606-aca6-419c-9086-4cd028bc23ca,Martin Evans,2024-09-06,word,26.14,PayPal
bd1a9943-744d-4d21-9091-cdb47d297108,Sharon Brown,2024-05-03,population,456.45,Credit Card
838d1204-4865-4e4a-921a-7f111d988abc,Megan Fox,2024-09-10,suddenly,55.82,Credit Card
05fb0f90-aafb-40fa-9158-9b1657b94c5f,Alexander Edwards,2024-07-11,could,359.81,Bank Transfer
9c7509ab-37ad-4e39-8932-c901c8ae480e,Anthony Maxwell,2024-05-12,on,25.71,PayPal
0701e8df-a5eb-4b27-8ce7-3f141886f4a6,Allison Haney,2024-08-20,activity,203.01,PayPal
cab58c2f-fca3-4784-8a4f-c1f6bde84633,Mark Morris,2024-09-27,compare,95.58,Bank Transfer
c4116004-b4c5-4c7d-8ae5-46b586b18c44,Kristina Bryan,2024-05-06,country,351.27,Bank Transfer
5910b317-cf11-4008-8268-dffe68143b5e,Joy Patterson,2024-01-01,clearly,365.74,Bank Transfer
4762d8b0-35d3-49d6-bcd7-0dd8cea7c954,Lisa Ramirez,2024-06-30,suddenly,375.67,Credit Card
6686241f-9bfb-40d5-8ac6-298597f96029,Christine Evans,2024-01-31,yeah,436.77,Credit Card
a43c6f1b-4e74-462e-aceb-f9ead6777eea,Javier Morgan,2024-06-18,many,375.56,PayPal
a42caef3-15f0-4205-9a3e-4c5d20538ff5,Kimberly Lam,2024-09-24,eye,377.35,Credit Card
33d8af9b-ba55-462b-bf72-695c27a08854,James Sullivan,2024-10-16,door,192.84,Bank Transfer
ef0bd714-0c5c-49e6-97a5-8e4dae5ed5fd,Jonathan Sanchez,2024-07-29,forget,222.73,Credit Card
3224e893-6feb-485d-8ce6-fa3e27bc8105,Kelly Choi,2024-09-30,join,168.29,Credit Card
e8235438-2e3d-43ff-a0d0-44c760a3f7af,Angela Cunningham,2024-08-09,reveal,222.9,Bank Transfer
5c7408d6-4a00-495d-8f80-d37fe3e4d67e,Christie Molina,2024-09-01,hospital,323.5,Credit Card
a0b690c5-fc87-4d73-ba17-a60320d15b49,Kayla Ray,2024-04-12,pick,313.92,Credit Card
d6b05849-e346-4af0-aac6-c9f7e43e9e39,Hannah Turner,2024-05-03,defense,202.64,PayPal
27bbc915-344f-4215-a4e3-af79a1630c0e,Jeffrey Luna,2024-01-15,price,59.09,PayPal
5031cf15-a780-43d1-b7e8-1009e14e6813,Christopher Lopez,2024-03-18,attention,141.09,Bank Transfer
ddc1e35c-8a11-4339-8af9-98b98e8a772f,Mark Reyes,2024-10-28,meeting,217.65,Credit Card
6dba653a-6afc-481d-85f4-82f1cc85326f,Nicholas King,2024-09-19,last,349.76,Bank Transfer
4c7e0de9-bc77-4e5d-819d-fb8c59eebdcc,Brandon Pena,2024-06-03,both,39.97,Bank Transfer
89f06eb9-9d5a-48d3-a366-d077a9317fa5,Brett Nguyen,2024-05-19,onto,403.07,Bank Transfer
41cbb82b-4af6-4ae8-900d-09716a3386f2,Andrea Moore,2024-05-24,pull,135.97,PayPal
b3579422-3004-4a8a-b330-7e38b9aaeb26,Karen Clark,2024-05-08,ask,157.89,Bank Transfer
4f13019b-2edf-43b7-94e8-2cee3ae60d2a,Patrick Huber,2024-09-30,hit,331.14,Bank Transfer
6e3c9844-b2b3-4690-8000-1830ea234c34,Stefanie Howell,2024-01-21,stock,214.14,Credit Card
2c110349-de9b-4aaa-9d67-717722d54be5,Christopher Valdez,2024-05-17,character,172.97,PayPal
99050230-fbb7-4da3-b33f-25be8a728612,Brenda Drake,2024-03-10,mention,374.05,Credit Card
06cf223c-6eae-49ce-bdff-2e70105dc122,Wendy Gutierrez,2024-06-03,mission,25.06,Bank Transfer
efe38259-36b4-46f1-9b0d-6f96b3291755,Joseph Perez,2024-05-09,they,448.54,Credit Card
c48d8a02-85df-45df-8a0e-e32db7a76844,Ms. Carol Parks,2024-03-03,after,321.52,Credit Card
4b12e3f3-f7f6-49a0-9861-7a4366144df9,William Rogers,2024-09-19,team,264.24,Bank Transfer
9a172ae4-e7cb-467a-a6c6-7329be4b7974,Nicole Martinez MD,2024-09-27,character,113.17,Credit Card
a9da8cc1-e110-467f-a564-86daae811e80,Kenneth Warren,2024-01-14,until,94.68,Credit Card
2b6e9583-40ad-48d1-bb31-a7ee39a01d2b,Patricia Berry,2024-04-23,answer,217.45,Credit Card
0cef6d66-a459-4bbc-950b-4589ea314e17,Latoya Alexander,2024-02-11,bad,357.9,Credit Card
0a40f98c-573b-4235-a8cb-103cf0cf500d,Lori Carter,2024-05-05,look,409.43,Bank Transfer
278c703c-3d38-41f6-a476-e945c81c833f,John Hunt,2024-06-04,in,333.51,Bank Transfer
9117c9aa-fe08-4f6c-9aa7-7e47be5655a8,Jason Taylor,2024-05-07,although,250.22,Credit Card
c46544af-8713-4621-a01a-20a9bfffb653,Howard Garrett,2024-03-24,short,346.43,PayPal
7eeb9e1c-bf36-4687-a5c6-12b88d4a754a,Hannah Kane,2024-04-15,agreement,178.9,Bank Transfer
378f78a1-c03f-42a2-950d-eec9bcccfc16,Adam Taylor,2024-05-30,note,155.31,Bank Transfer
78497710-2fd9-4e40-be81-cae66d17eb67,Jennifer Hines,2024-05-07,the,148.23,Bank Transfer
2c356c9d-30e8-4465-ab05-819e3c37d4a6,Jennifer Bell,2024-08-15,instead,441.94,Bank Transfer
b1a6a713-2842-408e-ba71-af25d92be02c,Christopher Malone,2024-03-07,pull,458.7,Bank Transfer
1060a724-3c4d-42d6-a19a-842be6c7cee9,Adam Martin,2024-01-06,religious,348.61,Credit Card
9f7af5c1-e47a-4660-8883-5cd5c75c3f99,Hannah Reed,2024-03-11,official,221.72,Bank Transfer
dab7916a-fb0b-4e38-a2a5-91069dc3ae15,Haley Burch,2024-07-27,it,479.6,Credit Card
711e1203-6586-459e-b8f2-53fc70e2b1c6,Jennifer Cameron,2024-09-13,notice,380.98,Credit Card
ec40d17a-382a-4941-bbc7-3f278e2ab852,Ashley Murphy,2024-04-14,herself,120.59,PayPal
a9948584-edcf-4601-9820-5575aec53781,Brandy Fernandez,2024-09-02,two,129.51,Credit Card
11ddee64-a7c2-4dcf-a760-c4ef9bdcec72,Nicole Hall,2024-08-08,east,288.87,Bank Transfer
050f9b64-02db-44a4-812c-1292f8818343,Angela Crosby,2024-11-05,much,271.05,PayPal
917ccf61-68fe-4758-a1e6-2cee4c0999ad,Mark Gutierrez,2024-02-05,though,15.93,PayPal
8bfed2e8-1c94-4811-8b05-fb0ad24906ce,Joshua Smith,2024-01-28,each,353.52,Credit Card
beaf3818-468b-46c1-bcad-ade5f9cc6d2c,Douglas Ward,2024-09-07,worry,72.47,PayPal
fba42b1c-fd1c-4555-ada4-14c839117c12,Robert Nelson,2024-06-07,much,325.23,PayPal
d0d43344-a7c5-4996-b976-053931586200,Kenneth Mills,2024-04-04,with,278.01,Credit Card
62788ffc-fcd1-4ffb-9ff6-65887a52bc92,Jeffrey Ward,2024-04-03,fast,115.26,Credit Card
07891858-28c6-47f2-93fb-03a4be092da1,Andrew Rodriguez,2024-06-22,value,206.66,Credit Card
8188de61-85e8-4a8b-b602-1365d52a41bd,Regina Larsen,2024-02-02,when,290.8,PayPal
99f5920b-3e24-4b05-a23e-909b0a7ebb28,Jason Carson,2024-10-09,fine,336.73,Bank Transfer
ce87c592-c4a4-4355-9989-baf0a09c8e07,Kristin Parker,2024-07-01,but,218.31,PayPal
f15b67c9-bfd7-4601-b47b-972c12e40323,Raymond Doyle,2024-01-17,several,450.38,Credit Card
69d8199e-48f3-43dd-928c-4c59900b3da3,Thomas Berger,2024-01-11,pick,169.59,Bank Transfer
198af592-9a13-417b-a733-695311fdfb13,Michelle Mccarthy,2024-09-23,order,232.14,Credit Card
6ca2a330-6770-4db2-a5df-fa5181e6de2c,Jessica Moore,2024-05-26,receive,370.62,Bank Transfer
3a0a31ca-9564-4ba6-b83f-22023484a17e,Audrey Proctor,2024-10-19,quality,143.81,PayPal
8e854ab3-ceaa-4ea2-b9aa-b9009ac8e1a4,Michael Davila,2024-01-01,forward,356.56,Credit Card
deaec784-8ec9-4c37-aeef-119104f3c9e8,Ms. Amanda Jacobs,2024-10-24,good,331.87,Bank Transfer
121e2779-3b8f-4aed-85d6-813610df6c6e,Wendy Clark,2024-03-12,him,224.62,Bank Transfer
8e0fe09b-3625-4a5b-ad20-0ac8b3af747f,Bradley Robinson,2024-07-26,writer,24.54,PayPal
3c06f83b-a3f0-4292-bb5f-ce808edb9984,Jason Owens,2024-10-06,teacher,86.04,Credit Card
a3432cef-3587-49c6-afcc-e0ad0e5a9c07,Isaac Williamson,2024-05-22,peace,284.17,Bank Transfer
f07cad0e-e73f-4cb0-a043-445a21c24494,Jason Arroyo,2024-01-06,make,202.38,Bank Transfer
